,sequence,drug,unobstructed,h_bond_bridging,orthogonal_planes
3478,CC(CCC(N)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3479,CN1[N]C(C2=CC=CC=N2)=NN(C)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3480,O=C1NCC2=NC(=CC=C2)CNC(=O)NCC2=NC(=CC=C2)CN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3481,O=[N+]([O-])C1C(C2=CC=CC=C2)CC(O)(C2=CC=CC=C2)C([N+](=O)[O-])C1C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3482,O=C(O)CCC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3483,O=C(OCC#CC#CCOC(=O)C1=CC=NC=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3484,O=C1C(C2=CC=CC=C2)=NC2=CNC=CN21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3485,OC(C1=CC=C(Br)C=C1)C(O)C1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3486,BrC1=CC=C(C2=NC3=CC=CC=C3N=C2C2=CC=C(Br)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3487,C1=CN=C2NC=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3488,C1=CN=C2N=CNC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3489,CC1=CC=CC=C1NC(=O)NC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3490,O=C(NC1=CC=CC=C1)NC1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3491,CC1=CSC(=C2SC=C(C)S2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3492,CC12CN(N=O)CC1(C)C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3493,O=S(=O)(C1=CC=CC=C1)C(F)(I)S(=O)(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3494,O=S1(=O)C2=CC=CC=C2S(=O)(=O)C1(F)I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3495,CC1=CC=C2C=C(Cl)C=CC2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3496,COC1=CC=C(Cl)C(OC)=C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3497,COC1=CC=C(Br)C(OC)=C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3498,CC1(C)CCC2=C(O1)C1=CC=CC=C1C(=O)C2=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3499,O=C(C1=CC=C(C(=O)O)C(C(=O)O)=C1)C1=CC=C(C(=O)O)C(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3500,CC1=CSC(N)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3501,CC1=CN=C(N)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3502,O=C(O)C1=CC(Cl)=CC=C1[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3503,O=C(O)C1=CC=CC(Cl)=C1[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3504,NC1=C(Cl)C=C([N+](=O)[O-])C=C1[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3505,CCOC1=CC(C=O)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3506,COC1=CC=CC(C=NCCN=CC2=CC=CC(OC)=C2O)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3507,O=C(O)C1=CC=CC=C1COC1=CC=C(OCC2=CC=CC=C2C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3508,CC1=NC(=NC#N)NC(C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3509,N#CN=C(N)N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3510,NC1=CC=C(CO)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3511,COC(=S)NC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3512,CCOC(=S)NC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3513,O=C(O)CSC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3514,N#CC1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3515,O=[N+]([O-])C1=CC=C([N+](=O)[O-])C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3516,CN(CC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C=CC(=O)N(C)CC(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3517,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3518,O=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3519,COC1=CC=CC=C1P(Cl)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3520,COC1=CC=CC=C1P1(=O)OP(=O)(C2=CC=CC=C2OC)OP(=O)(C2=CC=CC=C2OC)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3521,NNC(=O)C1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3522,O=[N+]([O-])C1=NNC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3523,O=C1C2=CC=CC=C2C(=O)N1CCO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3524,O=C(O)C1(C2=CC=CC=C2)CCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3525,O=C(O)C1=CC(F)=CC(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3526,CC1=CC(C(=O)O)=CC=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3527,C(C=CN1C=CN=C1)=CN1C=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3528,OC(CSSCC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3529,N=C1OC(C(F)(F)F)(C(F)(F)F)CS1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3530,S=C(SSC(=S)N1CCCC1)N1CCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3531,CC1=C(C)C(=O)C(Br)=C(Br)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3532,N#CCCCCOC1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3533,N#CCCCCCOC1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3534,C1=CC=C2C(C3=PC4=CC=CC=C4N3)=CC=CC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3535,O=P12OP3(=O)C4=CC=CC=C4NC3(C3=CC=CC4=CC=CC=C34)C1(C1=CC=CC3=CC=CC=C13)NC1=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3536,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3537,C=C(CC(=O)O)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3538,C1=CC=C2C(=C1)NC1=C2NC2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3539,CC1=CC(=NC#N)C(C)=CC1=NC#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3540,O=C(O)C12CC3(C(=O)O)CC(C(=O)O)(C1)CC(C(=O)O)(C2)C3,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3541,O=C(O)C1=CC=C(C(=O)O)C(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3542,NC1=C(Cl)C=C(Cl)C=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3543,COC1=CC=C2SC3=C(SC4=CC=C(OC)C=C43)C2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3544,NC1=NC(N)=NC(C2=CC=C(Br)C=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3545,C1=CC=C(N=C(NC2=CC=CC=C2)NC2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3546,CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=C(S)NC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3547,N#CC(=CC1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3548,CC(O)C([NH3+])C(=O)NC(C(=O)[O-])C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3549,O=C(NCC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34)C1=CC=CC(C(=O)NCC2=CC=C3C=CC4=CC=CC5=CC=C2C3=C45)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3550,CC(C)(C)NC(=O)N=C1C2=CC=CC=C2NC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3551,CC(C)(C)NC(=O)NC1=C2C=CC=CC2=NC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3552,CC(C)(C)C1=CC(C2=CN(C3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N2)=CC(C(C)(C)C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3553,BrC1=CC=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3554,CC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3555,C1=CC2=C(C=CS2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3556,O=[N+]([O-])C1=CC=C(C=NO)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3557,CCCOC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3558,NN1C=CN=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3559,ON1N=NN=C1C1=NN=NN1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3560,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3561,O=C1C2=C(Cl)C=CC([N+](=O)[O-])=C2C(=O)C2=C1C([N+](=O)[O-])=CC=C2Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3562,O=P(O)(O)OC(C1=CC=CC=C1)C(O)(C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3563,CC(C)(O)C(C)(C)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3564,CC(NC(=O)C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1)C1=CC=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3565,CC(NC(=O)C(C)(C)C)C1=CC=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3566,COC1=CC=C(C2=CC3=CC=CC=C3O2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3567,C1=CN(C2=CC(N3C=CC=N3)=NC(C3=CC(N4C=CC=N4)=CC(N4C=CC=N4)=N3)=C2)N=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3568,CC(C)(C(=O)O)C1=CC=CC=C1I(=O)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3569,C(#CC1=CC=CC=C1C#CC1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3570,C1=CC(C2=CC=C(C3=CC=C(C4=CC=NC=C4)C=C3)C=C2)=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3571,O=C(O)C1=CC(C2=CC(C(=O)O)=CC=C2C(=O)O)=CC(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3572,CC1CN(C2=C(F)C(N)=C3C(=O)C(C(=O)O)=CN(C4CC4)C3=C2F)CC(C)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3573,CC(C)COC(=O)C1=CC=C(O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3574,NC1=NC=NC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3575,NC1=NC=NC(N)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3576,O=CC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3577,NC1=NC=C(C#CI)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3578,CC(CC(=O)O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3579,CC1=CC=CC=C1C(C)CC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3580,CC1=CC(C(C)CC(=O)O)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3581,CC(CC(=O)O)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3582,N#CC(C#N)=C1C2=CC=C(I)C=C2C(=C(C#N)C#N)C2=CC=C(I)C=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3583,OC1=CC(Cl)=C(Cl)C(Cl)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3584,CCCOC(=O)C1=CC2=CC(C(=O)OCCC)=C3C=C2C=C1OCCCC(=O)NC1=NC(=CC=C1)NC(=O)CCCO3,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3585,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3586,C12C3C4C1C1C2C3C41C12C3C4C5C3C1C5C42,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3587,CC(C)(C)C12C3C4C5C3C1(C13C6C7C8C6C1C8C73)C5C42,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3588,O=P(N1CCCC1)(N1CCCC1)N1CCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3589,NC(=[NH2+])NC(=O)C1=CC=C(C(=O)[O-])N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3590,C1COC2=C(O1)SC(=C1SC3=C(SCCS3)S1)S2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3591,N#CC(C#N)=C1C2=C([N]S[N]2)C(=C(C#N)C#N)C2=C1[N]S[N]2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3592,N#CC(C#N)C1=CC=C(C2=CC=C(C(C#N)C#N)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3593,CC1=CC=C(C2=NC=C(Cl)C=C2C2=CC=C(S(C)(=O)=O)C=C2)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3594,C[N+](C)(CC(=O)[O-])C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3595,C1#CC2=CC=C(C#CC3=CC=C(C#CC4=CC=C(C#CC5=CC=C(C#CC6=CC=C(C#CC7=CC=C1C=C7)C=C6)C=C5)C=C4)C=C3)C=C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,1
3596,COC(=O)C1CC2=C(NC3=CC=CC=C23)C2(C(C)(C)C)CCC(=O)N12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3597,CCC(C)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3598,CCC(C(=O)O)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3599,CC1=NC(=NS(=O)(=O)C2=CC=C(N)C=C2)NC(C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3600,O=[N+]([O-])C1=CC2=C(N=S=N2)C([N+](=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3601,NC1=CC=CC2=C1N=S=N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3602,N1=S=NC2=C1N=S=N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3603,C1=CC2=CC=CC3=CC=CC1=C23,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3604,O=C(NCC1=CC=CC=C1)C1=CC2=CC=CC=C2OC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3605,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3606,CC1=CC(C)=C(N=NC2=C(C)C=C(C)C=C2C)C(C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3607,CC1(C)N([O])C(C2=CC=C3C=CC4=CC=CC5=CC=C2C3=C45)=[N+]([O-])C1(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3608,O=C(O)C1=CC2=CC=CC=C2OC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3609,COC1=CC=CC(C=NC2=CC=CC3=CC=CC=C23)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3610,COC1=CC=CC(C=NC23CC4CC(CC(C4)C2)C3)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3611,CC1COC(=O)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3612,CCC1COC(=O)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3613,CC(ON=C1C2=C(C([N+](=O)[O-])=CC([N+](=O)[O-])=C2)C2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C12)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3614,O=C(O)C1=CC(O)=C(Br)C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3615,COC(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3616,C1=C2C=CC(=C1)CNC1CCCCC1NCC1=CC=C(C=C1)CNC1CCCCC1NCC1=CC=C(C=C1)CNC1CCCCC1NC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3617,CC(=O)N1C=CC2=CC=CC=C2C1C1C2=CC=CC=C2C=CN1C(C)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3618,CCOC(=O)C(C1=CC2=NC3=NON=C3N=C2C=C1)=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3619,CCC(C)=C(C)CC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3620,C1=CC=C2C(=C1)CCC1=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3621,NS(=O)(=O)C1=CC2=C(C=C1Cl)NC=NS2(=O)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3622,C(C#CCN1C2=CC=CC=C2C2=CC=CC=C21)#CCN1C2=CC=CC=C2C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3623,CC1CCC(=O)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3624,[NH3+]CCC(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3625,O=C1C2=CC=CC=C2C(=O)N1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3626,CC1CC(=O)CC(C)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3627,COC1=CC=CC=C1OCCNCC(O)C1=CC=C(C)C(S(N)(=O)=O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3628,NC1=C(F)C(F)=C2C(F)=C(F)C(F)=C(F)C2=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3629,NC1=C(F)C(F)=CC(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3630,CC1=C(C)SC(=C2C(=O)C3=CC=CC=C3C2=O)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3631,O=C(O)C12CC3C4C5CC3C1(C(=O)O)C5C42,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3632,OC1=CC(F)=CC(F)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3633,OC1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3634,OC1=C(F)C=CC(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3635,OC1=C(F)C=CC=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3636,CCCCOC1=CC=C(C=CC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3637,OC1=C(F)C(F)=CC(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3638,[O-]C1=C(N=[NH+]C2=CC=CC=C2Cl)C2=CC=CC=C2C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3639,CC1=NN(C2=CC=CC=C2)C(O)=C1C(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3640,OC1=NNC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3641,O=C1NC=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3642,CC(C)CC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3643,NC1=NC(N)=NC(C2=CC=C(C3=CC=NC=C3)C=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3644,NC1=NC(N)=NC(C2=CC=CC=N2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3645,NC1=NC(N)=NC(C2=CC=CN=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3646,ClC1=CC=C(OC2=NC(OC3=CC=C(Cl)C=C3)=NC(OC3=CC=C(Cl)C=C3)=N2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3647,CN1C(=O)NC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3648,O=C(O)C1=CNC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3649,O=[N+]([O-])C1=C(Cl)N2N=NN3C(Cl)=C([N+](=O)[O-])N=C3C2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3650,CC1=CC=C(S(=O)(=O)N(C)C)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3651,CN(N=CC(C=NN(C)C1=CC=CC=C1)=NN(C)C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3652,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CO)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3653,O=C(OC(=CC1=NC2=CC=CC=C2S1)C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3654,C1=CC=C2C(=C1)NC1=C2SC2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3655,[O]N1C=CN([O])C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3656,ON=C1CCCCC1=NO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3657,C1=C2SC3=CSC=C3C2=CS1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3658,CC(C)OC1=CC=C(C(=O)NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3659,NC(=S)NC1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3660,BrC1=C2C=CC=CC2=C(C2=CC=CC=C2)C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3661,NC1=NC=C(C2=C3C=CC=CC3=C(C3=CN=C(N)N=C3)C3=CC=CC=C23)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3662,CN1C2=CC=CC(=N2)N(C)C2=CC=CC(=N2)N(C)C2=CC=CC(=N2)N(C)C2=CC=CC1=N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3663,OCCCO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3664,BrC1=CC=C2NC3=CC=C(Br)C=C3C2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3665,N#CC(=NO)C1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3666,S=C(C1=CC=CC=C1)N1CCCC2=CC=C3CCCN(C(=S)C4=CC=CC=C4)C3=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3667,CC1=CC=C(C=CC(=O)C2=C(O)C(=CC3=CC=C(C)C=C3)CCC2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
